OBJECTID,ACCIDENT_NO,ACCIDENT_DATE,FD_FIRST_DATE_OF_YEAR,FD_YESTERDAY_DATE_OF_YEAR,INCLUDE_IN_EQUIVALENT_PERIOD,ACCIDENT_TIME,NODE_ID,PERSON_ID,SEX,AGE,ROAD_USER_TYPE,ROAD_USER_TYPE_DESC,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,NO_OF_VEHICLES,LGA_NAME,STAT_DIV_NAME,NODE_TYPE,NODE_TYPE_DESC,ROAD_NUM,ROAD_TYPE,X,Y,LOCATION_COUNT
1995886,T20160002939,1455062400000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,064300,299490,A,M,44,2,Drivers,4,Collision with a fixed object,1,STRATHBOGIE,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995887,T20160003012,1455062400000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,233800,45263,B,M,55,4,Motorcyclists,1,Collision with vehicle,3,CARDINIA,Melbourne - South East,I,Intersection,2510,Declared Road,,,1
1995888,T20160003154,1455235200000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,142000,299869,A,M,81,2,Drivers,4,Collision with a fixed object,1,SHEPPARTON,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995889,T20160003197,1455235200000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,222700,277947,01,M,83,1,Pedestrians,2,Struck Pedestrian,1,YARRA,Melbourne - Inner,N,Non Intersection,5948,Declared Road,,,1
1995890,T20170024551,1513987200000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,164600,325290,A,M,59,2,Drivers,1,Collision with vehicle,2,NORTHERN GRAMPIANS,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995891,T20170007523,1492128000000,1483228800000,1492300800000,Include in Current Equivalent Period Road Deaths Reporting,085000,316262,B,M,55,6,Bicyclists,1,Collision with vehicle,2,CARDINIA,Melbourne - South East,N,Non Intersection,2460,Declared Road,,,1
1995892,T20190001629,1548547200000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,130000,341590,A,M,65,4,Motorcyclists,4,Collision with a fixed object,1,NILLUMBIK,Melbourne - North East,N,Non Intersection,9999,Non Declared Road,,,1
1995893,T20160012886,1465603200000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,095000,304602,A,M,42,2,Drivers,4,Collision with a fixed object,1,BASS COAST,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995894,T20160003874,1456012800000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,161500,300184,A,M,60,4,Motorcyclists,1,Collision with vehicle,2,CENTRAL GOLDFIELDS,Ballarat,N,Non Intersection,9999,Non Declared Road,,,1
1995895,T20170023403,1512604800000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,171000,324568,A,F,19,2,Drivers,4,Collision with a fixed object,1,MITCHELL,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995896,T20170015693,1502236800000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,112000,320297,A,M,65,4,Motorcyclists,4,Collision with a fixed object,1,MOUNT ALEXANDER,Bendigo,N,Non Intersection,9999,Non Declared Road,,,1
1995897,T20140013822,1404518400000,1388534400000,1397606400000,Include in Future Road Deaths Reporting,042000,274135,B,M,41,2,Drivers,1,Collision with vehicle,2,CASEY,Melbourne - South East,N,Non Intersection,2000,Declared Road,,,1
1995898,T20160011876,1464566400000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,204500,304307,A,F,45,2,Drivers,4,Collision with a fixed object,1,LODDON,Bendigo,N,Non Intersection,9999,Non Declared Road,,,1
1995899,T20160004157,1456272000000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,161300,299992,A,M,56,4,Motorcyclists,1,Collision with vehicle,2,MELBOURNE,Melbourne - Inner,N,Non Intersection,7135,Declared Road,,,1
1995900,T20160004227,1456358400000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,121000,300041,A,M,75,4,Motorcyclists,4,Collision with a fixed object,1,MANSFIELD,Country,N,Non Intersection,5498,Declared Road,,,1
1995901,T20160027228,1481932800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,193000,50412,07,F,1,3,Passengers,1,Collision with vehicle,2,BASS COAST,Country,I,Intersection,4030,Declared Road,,,1
1995902,T20160002031,1454025600000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,112000,299021,A,M,54,2,Drivers,4,Collision with a fixed object,1,MURRINDINDI,Country,N,Non Intersection,4008,Declared Road,,,1
1995903,T20180000812,1515888000000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,135700,326872,A,F,73,2,Drivers,4,Collision with a fixed object,1,SOUTH GIPPSLAND,Country,N,Non Intersection,2180,Declared Road,,,1
1995904,T20160002332,1454371200000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,155500,299198,02,F,81,3,Passengers,1,Collision with vehicle,2,WYNDHAM,Melbourne - West,N,Non Intersection,5445,Declared Road,,,1
1995905,T20170003977,1488153600000,1483228800000,1492300800000,Include in Current Equivalent Period Road Deaths Reporting,120500,315846,A,M,78,2,Drivers,1,Collision with vehicle,2,STRATHBOGIE,Country,N,Non Intersection,2550,Declared Road,,,1
1995906,T20160003886,1456012800000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,122000,299850,A,M,36,4,Motorcyclists,1,Collision with vehicle,3,YARRA RANGES,Hume,N,Non Intersection,5957,Declared Road,,,1
1995907,T20160002719,1454716800000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,031500,299368,A,M,38,4,Motorcyclists,5,Collision with some other object,1,MILDURA,Country,N,Non Intersection,5178,Declared Road,,,1
1995908,T20160002821,1454889600000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,200000,299795,A,M,32,4,Motorcyclists,1,Collision with vehicle,3,BRIMBANK,Melbourne - West,N,Non Intersection,5508,Declared Road,,,1
1995909,T20160002852,1454976000000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,081500,299636,D,M,69,6,Bicyclists,1,Collision with vehicle,2,MORNINGTON PENINSULA,Metro,I,Intersection,9999,Non Declared Road,,,1
1995910,T20150024499,1448496000000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,211600,296581,A,F,25,2,Drivers,4,Collision with a fixed object,1,MOUNT ALEXANDER,Bendigo,N,Non Intersection,5204,Declared Road,,,1
1995911,T20150024572,1448582400000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,171200,296582,A,M,28,2,Drivers,4,Collision with a fixed object,1,MURRINDINDI,Country,N,Non Intersection,2640,Declared Road,,,1
1995912,T20160027995,1482883200000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,160500,312328,A,M,48,2,Drivers,4,Collision with a fixed object,1,SWAN HILL,Country,N,Non Intersection,2570,Declared Road,,,1
1995913,T20170018051,1505865600000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,111800,321688,A,F,18,2,Drivers,4,Collision with a fixed object,1,GOLDEN PLAINS,Country,N,Non Intersection,2590,Declared Road,,,1
1995914,T20150024757,1448841600000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,080500,229620,A,M,29,2,Drivers,1,Collision with vehicle,2,SHEPPARTON,Country,I,Intersection,9999,Non Declared Road,,,1
1995915,T20190005358,1553126400000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,081000,57443,02,F,90,3,Passengers,1,Collision with vehicle,2,MAROONDAH,Melbourne - Outer East,I,Intersection,9999,Non Declared Road,,,1
1995916,T20180013503,1531872000000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,164000,332752,01,M,42,3,Passengers,4,Collision with a fixed object,1,GEELONG,Country,N,Non Intersection,2800,Declared Road,,,1
1995917,T20150025213,1449273600000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,170200,52544,01,F,11,3,Passengers,1,Collision with vehicle,2,MILDURA,Country,I,Intersection,2530,Declared Road,,,2
1995918,T20150025213,1449273600000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,170200,52544,A,F,80,2,Drivers,1,Collision with vehicle,2,MILDURA,Country,I,Intersection,2530,Declared Road,,,2
1995919,T20160020781,1474588800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,230000,308683,A,M,39,2,Drivers,4,Collision with a fixed object,1,HEPBURN,Bendigo,N,Non Intersection,9999,Non Declared Road,,,1
1995920,T20150025277,1449360000000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,133000,296944,B,F,58,2,Drivers,1,Collision with vehicle,2,FRANKSTON,Metro,N,Non Intersection,2090,Declared Road,,,1
1995921,T20150025385,1449532800000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,013000,297041,A,M,21,2,Drivers,4,Collision with a fixed object,1,SURF COAST,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995922,T20150025544,1449619200000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,173000,41150,A,M,31,4,Motorcyclists,1,Collision with vehicle,2,GLEN EIRA,Melbourne - Inner,I,Intersection,5596,Declared Road,,,1
1995923,T20180004059,1520035200000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,023000,327688,01,M,62,1,Pedestrians,2,Struck Pedestrian,1,HUME,Melbourne - North West,N,Non Intersection,9999,Non Declared Road,,,1
1995924,T20150026425,1450569600000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,020500,297448,A,M,20,2,Drivers,1,Collision with vehicle,3,SWAN HILL,Country,N,Non Intersection,2570,Declared Road,,,1
1995925,T20150026587,1450742400000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,075200,297592,A,M,70,2,Drivers,4,Collision with a fixed object,1,LATROBE,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995926,T20180014460,1533081600000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,164500,47398,B,M,43,6,Bicyclists,1,Collision with vehicle,2,CASEY,Melbourne - South East,I,Intersection,9999,Non Declared Road,,,1
1995927,T20150007238,1428278400000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,093200,287537,01,F,73,3,Passengers,1,Collision with vehicle,2,CARDINIA,Melbourne - South East,N,Non Intersection,2580,Declared Road,,,1
1995928,T20160013916,1466812800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,074500,306103,A,F,38,2,Drivers,5,Collision with some other object,1,HEPBURN,Ballarat,N,Non Intersection,2590,Declared Road,,,2
1995929,T20160025660,1480204800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,170000,311125,A,M,36,2,Drivers,4,Collision with a fixed object,2,KNOX,Melbourne - Outer East,N,Non Intersection,2090,Declared Road,,,1
1995930,T20160005045,1457222400000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,073000,300496,A,F,50,2,Drivers,4,Collision with a fixed object,1,SURF COAST,Country,N,Non Intersection,4031,Declared Road,,,1
1995931,T20160012439,1465084800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,220000,35744,01,F,62,3,Passengers,1,Collision with vehicle,2,HUME,Melbourne - North West,I,Intersection,5820,Declared Road,,,2
1995932,T20160012439,1465084800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,220000,35744,B,F,57,2,Drivers,1,Collision with vehicle,2,HUME,Melbourne - North West,I,Intersection,5820,Declared Road,,,2
1995933,T20160005151,1457308800000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,180300,300544,A,F,69,2,Drivers,4,Collision with a fixed object,1,BENDIGO,Bendigo,N,Non Intersection,5175,Declared Road,,,1
1995934,T20160001820,1453766400000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,224000,299157,03,F,28,3,Passengers,3,Struck animal,1,ARARAT,Country,N,Non Intersection,2520,Declared Road,,,1
1995935,T20160004868,1456963200000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,175000,300376,B,M,57,2,Drivers,1,Collision with vehicle,2,SHEPPARTON,Country,N,Non Intersection,5372,Declared Road,,,1
1995936,T20160005245,1457395200000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,204500,300593,A,M,36,4,Motorcyclists,1,Collision with vehicle,2,MORNINGTON PENINSULA,Metro,N,Non Intersection,5757,Declared Road,,,1
1995937,T20160017708,1471046400000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,075000,851,01,M,85,1,Pedestrians,2,Struck Pedestrian,1,MORELAND,Melbourne - North West,I,Intersection,5500,Declared Road,,,1
1995938,T20160006528,1458777600000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,083000,301616,01,M,82,3,Passengers,1,Collision with vehicle,2,YARRA RANGES,Melbourne - Outer East,N,Non Intersection,4991,Declared Road,,,1
1995939,T20170000778,1484265600000,1483228800000,1492300800000,Include in Current Equivalent Period Road Deaths Reporting,164500,312904,03,F,3,3,Passengers,4,Collision with a fixed object,1,CAMPASPE,Country,N,Non Intersection,5377,Declared Road,,,1
1995940,T20150012670,1434326400000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,100800,290417,A,M,40,2,Drivers,1,Collision with vehicle,2,KNOX,Melbourne - Outer East,N,Non Intersection,5783,Declared Road,,,1
1995941,T20160008067,1460505600000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,085000,302176,01,M,48,1,Pedestrians,4,Collision with a fixed object,1,COLAC OTWAY,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995942,T20160008128,1460592000000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,024100,230068,A,F,28,2,Drivers,4,Collision with a fixed object,1,WHITTLESEA,Melbourne - North East,N,Non Intersection,2550,Declared Road,,,1
1995943,T20160008280,1460678400000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,201000,302299,A,M,23,2,Drivers,4,Collision with a fixed object,1,YARRIAMBIACK,Country,N,Non Intersection,2620,Declared Road,,,1
1995944,T20160003351,1455494400000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,054500,301029,01,M,59,1,Pedestrians,2,Struck Pedestrian,1,DAREBIN,Melbourne - North East,N,Non Intersection,5813,Declared Road,,,1
1995945,T20180023110,1544313600000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,043000,340048,A,M,20,2,Drivers,1,Collision with vehicle,2,GLENELG,Country,N,Non Intersection,2500,Declared Road,,,1
1995946,T20160020268,1473984000000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,232700,308465,A,M,42,4,Motorcyclists,1,Collision with vehicle,2,MAROONDAH,Melbourne - Outer East,N,Non Intersection,9999,Non Declared Road,,,1
1995947,T20160009999,1462579200000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,105500,306973,01,M,31,3,Passengers,1,Collision with vehicle,2,BRIMBANK,Melbourne - West,N,Non Intersection,2900,Declared Road,,,1
1995948,T20170015514,1502409600000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,053000,322054,B,M,39,2,Drivers,1,Collision with vehicle,2,KINGSTON,Melbourne - Inner South,N,Non Intersection,9999,Non Declared Road,,,1
1995949,T20160009058,1461628800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,065000,302680,A,M,53,2,Drivers,1,Collision with vehicle,2,WHITTLESEA,Melbourne - North East,N,Non Intersection,5000,Declared Road,,,1
1995950,T20160009375,1461888000000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,163000,303094,A,F,35,2,Drivers,1,Collision with vehicle,2,MITCHELL,Country,N,Non Intersection,5393,Declared Road,,,1
1995951,T20170016029,1503014400000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,155000,320512,A,M,43,4,Motorcyclists,7,Fall from or in moving vehicle,1,MARIBYRNONG,Melbourne - West,N,Non Intersection,5520,Declared Road,,,1
1995952,T20150020331,1443657600000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,153600,294520,A,M,52,2,Drivers,1,Collision with vehicle,2,BOROONDARA,Melbourne - Inner East,N,Non Intersection,5259,Declared Road,,,1
1995953,T20180018268,1538092800000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,013100,337069,A,M,31,2,Drivers,4,Collision with a fixed object,1,WELLINGTON,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995954,T20140010982,1401148800000,1388534400000,1397606400000,Include in Future Road Deaths Reporting,154500,275231,03,M,10,3,Passengers,1,Collision with vehicle,3,MELTON,Melbourne - West,N,Non Intersection,5042,Declared Road,,,1
1995955,T20160010730,1463356800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,065500,36017,01,M,63,1,Pedestrians,2,Struck Pedestrian,1,MORELAND,Melbourne - Inner,I,Intersection,5736,Declared Road,,,2
1995956,T20160010764,1463356800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,140300,303497,A,M,54,4,Motorcyclists,8,No collision and no object struck,1,MORNINGTON PENINSULA,Metro,N,Non Intersection,9999,Non Declared Road,,,1
1995957,T20160010832,1463443200000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,084900,303496,B,M,38,2,Drivers,1,Collision with vehicle,2,WYNDHAM,Melbourne - West,N,Non Intersection,5449,Declared Road,,,1
1995958,T20170019252,1507507200000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,230000,29653,B,F,53,2,Drivers,1,Collision with vehicle,2,MONASH,Melbourne - Inner South,I,Intersection,2070,Declared Road,,,1
1995959,T20160011104,1463702400000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,181500,303688,A,M,53,2,Drivers,1,Collision with vehicle,2,WHITTLESEA,Melbourne - North East,N,Non Intersection,5515,Declared Road,,,1
1995960,T20160011316,1463875200000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,204500,303820,A,M,46,2,Drivers,5,Collision with some other object,1,WARRNAMBOOL,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995961,T20190006100,1554076800000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,050700,343768,01,M,43,1,Pedestrians,2,Struck Pedestrian,1,CASEY,Melbourne - South East,N,Non Intersection,2580,Declared Road,,,1
1995962,T20160011355,1463961600000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,202900,303738,A,M,32,4,Motorcyclists,1,Collision with vehicle,2,WYNDHAM,Melbourne - West,I,Intersection,9999,Non Declared Road,,,1
1995963,T20180024245,1545609600000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,190000,340530,01,F,51,3,Passengers,4,Collision with a fixed object,1,PYRENEES,Ballarat,N,Non Intersection,9999,Non Declared Road,,,1
1995964,T20150013568,1435276800000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,214500,35533,B,M,55,4,Motorcyclists,1,Collision with vehicle,2,KNOX,Melbourne - Outer East,I,Intersection,5422,Declared Road,,,1
1995965,T20160011516,1464220800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,071500,44693,01,M,48,1,Pedestrians,2,Struck Pedestrian,1,COLAC OTWAY,Country,I,Intersection,2500,Declared Road,,,2
1995966,T20160011603,1464220800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,222000,308201,A,M,39,2,Drivers,4,Collision with a fixed object,1,GLENELG,Country,N,Non Intersection,5045,Declared Road,,,1
1995967,T20180004564,1520553600000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,130500,327912,A,M,60,4,Motorcyclists,4,Collision with a fixed object,1,WANGARATTA,Country,N,Non Intersection,5498,Declared Road,,,1
1995968,T20150013823,1435708800000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,030500,41584,A,M,39,4,Motorcyclists,1,Collision with vehicle,3,MONASH,Melbourne - South East,I,Intersection,2510,Declared Road,,,1
1995969,T20160013560,1466380800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,161500,304984,A,M,86,2,Drivers,1,Collision with vehicle,2,WYNDHAM,Melbourne - West,N,Non Intersection,5588,Declared Road,,,1
1995970,T20190007113,1555200000000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,131000,344200,A,F,75,2,Drivers,1,Collision with vehicle,2,LODDON,Bendigo,N,Non Intersection,2630,Declared Road,,,1
1995971,T20150007573,1428624000000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,231000,287802,01,M,21,3,Passengers,6,Vehicle overturned (no collision),1,YARRA RANGES,Melbourne - Outer East,N,Non Intersection,9999,Non Declared Road,,,1
1995972,T20170005704,1490054400000,1483228800000,1492300800000,Include in Current Equivalent Period Road Deaths Reporting,111000,315425,01,M,47,8,Passengers,7,Fall from or in moving vehicle,1,WANGARATTA,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995973,T20160011795,1464480000000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,132800,303976,01,F,15,3,Passengers,4,Collision with a fixed object,1,SOUTHERN GRAMPIANS,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995974,T20160009956,1462492800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,180000,40006,01,M,59,1,Pedestrians,2,Struck Pedestrian,1,HOBSONS BAY,Melbourne - West,I,Intersection,5822,Declared Road,,,1
1995975,T20170020902,1509494400000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,210000,323152,01,M,47,1,Pedestrians,2,Struck Pedestrian,1,FRANKSTON,Metro,N,Non Intersection,9999,Non Declared Road,,,1
1995976,T20180001727,1517097600000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,093000,326464,A,M,55,4,Motorcyclists,4,Collision with a fixed object,1,(MOUNT BULLER),Country,N,Non Intersection,4951,Declared Road,,,1
1995977,T20160010149,1462752000000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,081000,303184,A,F,19,2,Drivers,4,Collision with a fixed object,1,MITCHELL,Country,I,Intersection,9999,Non Declared Road,,,1
1995978,T20160020131,1473811200000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,155600,308368,01,F,73,3,Passengers,1,Collision with vehicle,2,BOROONDARA,Melbourne - Inner East,N,Non Intersection,9999,Non Declared Road,,,2
1995979,T20160020131,1473811200000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,155600,308368,A,F,71,2,Drivers,1,Collision with vehicle,2,BOROONDARA,Melbourne - Inner East,N,Non Intersection,9999,Non Declared Road,,,2
1995980,T20170011161,1496793600000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,135000,42028,01,F,93,1,Pedestrians,2,Struck Pedestrian,1,BAYSIDE,Melbourne - Inner South,I,Intersection,5314,Declared Road,,,1
1995981,T20170007028,1491523200000,1483228800000,1492300800000,Include in Current Equivalent Period Road Deaths Reporting,140000,316010,A,M,26,2,Drivers,1,Collision with vehicle,2,BULOKE,Country,N,Non Intersection,2530,Declared Road,,,1
1995982,T20160018085,1471478400000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,082600,50579,B,M,50,2,Drivers,1,Collision with vehicle,2,COLAC OTWAY,Country,I,Intersection,9999,Non Declared Road,,,1
1995983,T20160009390,1461974400000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,005100,302848,A,F,33,2,Drivers,1,Collision with vehicle,2,CASEY,Melbourne - South East,N,Non Intersection,5903,Declared Road,,,1
1995984,T20160005559,1457740800000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,100500,300785,A,M,44,4,Motorcyclists,4,Collision with a fixed object,1,WHITTLESEA,Melbourne - North East,N,Non Intersection,9999,Non Declared Road,,,1
1995985,T20150023180,1447027200000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,074200,296032,C,F,47,2,Drivers,1,Collision with vehicle,3,KINGSTON,Melbourne - Inner South,N,Non Intersection,9999,Non Declared Road,,,1
1995986,T20160005711,1457913600000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,111000,300808,A,M,66,6,Bicyclists,4,Collision with a fixed object,1,BENDIGO,Bendigo,I,Intersection,9999,Non Declared Road,,,1
1995987,T20150013938,1435795200000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,142500,291136,01,M,18,3,Passengers,1,Collision with vehicle,2,COLAC OTWAY,Country,N,Non Intersection,2780,Declared Road,,,1
1995988,T20160006056,1458259200000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,130900,301072,A,M,83,2,Drivers,4,Collision with a fixed object,1,WANGARATTA,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995989,T20160006133,1458345600000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,040000,301073,A,M,23,2,Drivers,4,Collision with a fixed object,1,MORNINGTON PENINSULA,Metro,N,Non Intersection,9999,Non Declared Road,,,1
1995990,T20160006314,1458518400000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,144000,51297,02,F,80,3,Passengers,1,Collision with vehicle,2,WODONGA,Country,I,Intersection,2790,Declared Road,,,1
1995991,T20160004260,1456358400000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,205300,196475,A,F,18,2,Drivers,4,Collision with a fixed object,1,DANDENONG,Melbourne - South East,N,Non Intersection,2050,Declared Road,,,1
1995992,T20190005839,1553731200000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,054200,893,B,F,50,6,Bicyclists,1,Collision with vehicle,2,KINGSTON,Melbourne - Inner South,I,Intersection,2660,Declared Road,,,1
1995993,T20160004352,1456444800000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,230000,300185,A,M,18,2,Drivers,6,Vehicle overturned (no collision),1,LATROBE,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995994,T20160004434,1456531200000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,231500,300136,A,M,43,4,Motorcyclists,4,Collision with a fixed object,2,BANYULE,Melbourne - North East,N,Non Intersection,5901,Declared Road,,,1
1995995,T20160015002,1468108800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,004000,305632,A,M,59,2,Drivers,4,Collision with a fixed object,1,BENDIGO,Bendigo,N,Non Intersection,2540,Declared Road,,,1
1995996,T20150019033,1442102400000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,085200,293873,A,M,32,4,Motorcyclists,4,Collision with a fixed object,1,WHITEHORSE,Melbourne - Inner East,N,Non Intersection,2750,Declared Road,,,1
1995997,T20160004864,1456963200000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,161500,300377,A,F,63,2,Drivers,1,Collision with vehicle,2,LATROBE,Country,N,Non Intersection,5911,Declared Road,,,2
1995998,T20160004864,1456963200000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,161500,300377,B,M,62,2,Drivers,1,Collision with vehicle,2,LATROBE,Country,N,Non Intersection,5911,Declared Road,,,2
1995999,T20160013916,1466812800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,074500,306103,01,M,41,3,Passengers,5,Collision with some other object,1,HEPBURN,Ballarat,N,Non Intersection,2590,Declared Road,,,2
1996000,T20160015290,1468368000000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,234500,305791,A,F,39,2,Drivers,1,Collision with vehicle,2,SHEPPARTON,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996001,T20170007992,1492732800000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,134500,316508,A,M,68,2,Drivers,1,Collision with vehicle,3,BENDIGO,Bendigo,N,Non Intersection,2590,Declared Road,,,1
1996002,T20160015538,1468627200000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,201500,305896,A,M,29,2,Drivers,1,Collision with vehicle,3,BAW BAW,Country,N,Non Intersection,2510,Declared Road,,,1
